location,cause,year,val
Bulgaria,Mesothelioma,2013,10.35914047
Estonia,Leukemia,2011,134.6864499
Estonia,Cardiovascular diseases,2011,7794.592298
Andorra,Cardiovascular diseases,2011,141.2936604
UK,Chronic respiratory diseases,2010,44346.73067
Iceland,Chronic respiratory diseases,2009,92.27120454
Croatia,Chronic respiratory diseases,2011,1734.217485
Switzerland,Chronic respiratory diseases,2011,2718.162546
Croatia,Mesothelioma,2011,67.13881797
Croatia,Leukemia,2011,386.3727928
Greece,Respiratory infections and tuberculosis,2012,3612.603411
Croatia,Cardiovascular diseases,2011,24015.40568
Denmark,Cardiovascular diseases,2011,14680.50252
Denmark,Chronic respiratory diseases,2011,4156.18645
Cyprus,Respiratory infections and tuberculosis,2013,149.1763492
Austria,Chronic respiratory diseases,2011,2985.537757
Republic of Moldova,Respiratory infections and tuberculosis,2010,1581.069991
Bulgaria,Leukemia,2013,579.6481837
Bulgaria,Cardiovascular diseases,2013,74623.94119
Belgium,Respiratory infections and tuberculosis,2010,5423.38908
Bulgaria,Chronic respiratory diseases,2013,2804.934404
Andorra,Chronic respiratory diseases,2011,33.13011074
Republic of Moldova,Respiratory infections and tuberculosis,2013,1224.275259
UK,Mesothelioma,2011,2457.790519
Slovakia,Chronic respiratory diseases,2012,1123.400368
Republic of Moldova,Cardiovascular diseases,2013,22990.26526
Iceland,Chronic respiratory diseases,2012,96.57957718
Republic of Moldova,Chronic respiratory diseases,2013,1015.477237
Ukraine,Chronic respiratory diseases,2010,13152.35511
Latvia,Respiratory infections and tuberculosis,2011,464.0121156
Montenegro,Chronic respiratory diseases,2012,81.88785577
Slovenia,Mesothelioma,2012,30.04234173
Slovenia,Leukemia,2012,181.0939362
Malta,Respiratory infections and tuberculosis,2011,156.0198433
Bulgaria,Respiratory infections and tuberculosis,2013,2033.08452
France,Respiratory infections and tuberculosis,2009,19063.93835
Slovenia,Cardiovascular diseases,2012,6960.876879
Czechia,Chronic respiratory diseases,2010,3056.984076
UK,Respiratory infections and tuberculosis,2011,36209.88074
Lithuania,Mesothelioma,2011,11.46823128
Lithuania,Leukemia,2011,281.9373626
Lithuania,Cardiovascular diseases,2011,21834.71667
Romania,Chronic respiratory diseases,2012,7652.299366
Croatia,Mesothelioma,2010,67.71041549
Croatia,Leukemia,2010,382.3512769
Croatia,Cardiovascular diseases,2010,24314.44862
Belgium,Mesothelioma,2011,265.3291855
Belgium,Leukemia,2011,1086.462282
Belgium,Cardiovascular diseases,2011,31534.41268
Ireland,Mesothelioma,2009,36.79867122
Ireland,Leukemia,2009,258.1513547
Czechia,Mesothelioma,2011,47.23628616
Czechia,Leukemia,2011,933.9325685
Czechia,Cardiovascular diseases,2011,49113.09575
Czechia,Respiratory infections and tuberculosis,2011,2917.326041
Cyprus,Chronic respiratory diseases,2013,444.12699
Poland,Mesothelioma,2012,236.4211476
Poland,Leukemia,2012,3228.126956
Poland,Cardiovascular diseases,2012,163839.3041
UK,Leukemia,2011,5296.342788
UK,Cardiovascular diseases,2011,176730.3985
Lithuania,Respiratory infections and tuberculosis,2011,809.6153302
Portugal,Leukemia,2010,970.0648517
Portugal,Cardiovascular diseases,2010,33939.31364
UK,Chronic respiratory diseases,2011,45387.61481
Ireland,Chronic respiratory diseases,2012,2150.792562
Ireland,Cardiovascular diseases,2009,9347.160107
Denmark,Cardiovascular diseases,2010,15290.63922
Greece,Cardiovascular diseases,2009,47235.57542
Norway,Chronic respiratory diseases,2011,2625.857366
Portugal,Chronic respiratory diseases,2010,6080.281616
Sweden,Chronic respiratory diseases,2013,4148.496097
Montenegro,Mesothelioma,2010,1.128422187
Montenegro,Leukemia,2010,39.07561408
Montenegro,Cardiovascular diseases,2010,3784.192353
Ukraine,Respiratory infections and tuberculosis,2011,10954.21487
Ireland,Mesothelioma,2012,39.26927973
Ireland,Leukemia,2012,273.7413675
Ireland,Cardiovascular diseases,2012,9392.978444
Greece,Chronic respiratory diseases,2009,5486.739229
Serbia,Mesothelioma,2012,33.58967194
Finland,Respiratory infections and tuberculosis,2011,681.5409662
Denmark,Mesothelioma,2013,117.7656742
Denmark,Leukemia,2013,562.7646046
Iceland,Leukemia,2010,17.0310156
Iceland,Cardiovascular diseases,2010,669.1689312
Portugal,Mesothelioma,2011,51.46724594
Hungary,Mesothelioma,2010,35.4063007
Hungary,Leukemia,2010,1037.886278
Hungary,Cardiovascular diseases,2010,60906.65061
Czechia,Chronic respiratory diseases,2013,3713.269343
Denmark,Chronic respiratory diseases,2010,4150.771289
Hungary,Respiratory infections and tuberculosis,2010,1111.13405
San Marino,Mesothelioma,2013,0.532368831
San Marino,Leukemia,2013,4.918926461
San Marino,Mesothelioma,2012,0.521603139
San Marino,Leukemia,2012,4.8161503
San Marino,Cardiovascular diseases,2012,86.86498087
Finland,Chronic respiratory diseases,2013,1846.473693
San Marino,Cardiovascular diseases,2013,88.42125254
Serbia,Leukemia,2012,736.5397349
Serbia,Respiratory infections and tuberculosis,2012,1531.433466
Croatia,Respiratory infections and tuberculosis,2013,516.7195193
Iceland,Mesothelioma,2009,3.36730801
Finland,Mesothelioma,2011,97.99518044
Finland,Leukemia,2011,379.4434722
Denmark,Respiratory infections and tuberculosis,2013,2373.700285
Portugal,Respiratory infections and tuberculosis,2011,7210.851817
Iceland,Leukemia,2012,18.14432182
Iceland,Cardiovascular diseases,2012,681.3004957
Austria,Chronic respiratory diseases,2014,3168.696937
North Macedonia,Leukemia,2011,122.0981694
North Macedonia,Cardiovascular diseases,2011,12680.59697
France,Mesothelioma,2013,1626.075083
France,Leukemia,2013,7056.227242
France,Cardiovascular diseases,2013,148281.3757
Ukraine,Respiratory infections and tuberculosis,2010,11541.1876
Finland,Cardiovascular diseases,2011,22836.28368
Bos&Herz,Respiratory infections and tuberculosis,2013,506.0978697
Republic of Moldova,Cardiovascular diseases,2011,23565.39849
Albania,Chronic respiratory diseases,2014,701.6886227
Estonia,Leukemia,2012,137.5184919
Iceland,Respiratory infections and tuberculosis,2009,85.77007478
Hungary,Mesothelioma,2013,38.29169148
Hungary,Leukemia,2013,955.2367289
Bulgaria,Leukemia,2011,580.2852562
Republic of Moldova,Chronic respiratory diseases,2011,1170.649421
Belgium,Mesothelioma,2014,276.6188454
Belgium,Leukemia,2014,1203.323929
Belgium,Cardiovascular diseases,2014,30933.7578
Sweden,Chronic respiratory diseases,2011,4013.90624
Switzerland,Mesothelioma,2013,194.4540994
Latvia,Chronic respiratory diseases,2014,445.4022672
Belgium,Cardiovascular diseases,2013,31679.64118
Estonia,Cardiovascular diseases,2012,7756.804772
Austria,Respiratory infections and tuberculosis,2011,1035.143708
Switzerland,Leukemia,2013,565.7391249
Switzerland,Cardiovascular diseases,2013,22417.17453
France,Chronic respiratory diseases,2013,19529.17711
Malta,Mesothelioma,2012,7.63170485
Malta,Leukemia,2012,29.7760354
Lithuania,Respiratory infections and tuberculosis,2013,809.1915472
Spain,Respiratory infections and tuberculosis,2010,11680.6566
Switzerland,Respiratory infections and tuberculosis,2013,1709.929879
Lithuania,Mesothelioma,2014,9.569869678
Lithuania,Leukemia,2014,282.1966146
Lithuania,Cardiovascular diseases,2014,21627.52106
Switzerland,Mesothelioma,2011,187.8292145
Switzerland,Leukemia,2011,531.6112241
Switzerland,Cardiovascular diseases,2011,22044.13002
Bulgaria,Cardiovascular diseases,2011,77662.21837
Poland,Respiratory infections and tuberculosis,2009,10468.75284
Bulgaria,Chronic respiratory diseases,2011,2865.888544
Bos&Herz,Mesothelioma,2014,8.105800004
Bos&Herz,Leukemia,2014,220.7105886
Bos&Herz,Cardiovascular diseases,2014,17705.42723
Malta,Cardiovascular diseases,2012,1356.630068
Finland,Respiratory infections and tuberculosis,2010,715.1660023
Hungary,Chronic respiratory diseases,2013,5667.322245
Slovenia,Chronic respiratory diseases,2012,555.4498586
Ukraine,Chronic respiratory diseases,2013,10979.75681
Cyprus,Chronic respiratory diseases,2011,417.647086
Switzerland,Respiratory infections and tuberculosis,2011,1632.440528
Montenegro,Chronic respiratory diseases,2010,78.74703828
Hungary,Cardiovascular diseases,2013,59632.09329
Hungary,Respiratory infections and tuberculosis,2013,1139.391271
Ireland,Respiratory infections and tuberculosis,2012,1414.533012
Poland,Mesothelioma,2010,200.470315
Poland,Leukemia,2010,3146.660436
Poland,Cardiovascular diseases,2010,161591.1381
Lithuania,Respiratory infections and tuberculosis,2014,770.332309
Slovakia,Mesothelioma,2012,13.68583029
Slovakia,Leukemia,2012,358.6541357
Slovakia,Cardiovascular diseases,2012,25730.39607
North Macedonia,Mesothelioma,2013,1.748161779
Estonia,Mesothelioma,2014,4.944684377
Spain,Mesothelioma,2013,466.9473413
Spain,Leukemia,2013,3891.509592
Spain,Cardiovascular diseases,2013,117509.2644
Andorra,Mesothelioma,2014,1.884707486
Andorra,Leukemia,2014,7.473248477
Germany,Mesothelioma,2013,1525.175874
Germany,Leukemia,2013,8654.866166
Germany,Cardiovascular diseases,2013,330674.0275
San Marino,Chronic respiratory diseases,2013,9.540397185
Ukraine,Mesothelioma,2011,230.6073153
Ukraine,Leukemia,2011,2594.657637
Ukraine,Cardiovascular diseases,2011,420292.9748
Germany,Chronic respiratory diseases,2010,36809.32727
Norway,Mesothelioma,2014,88.93039297
Norway,Leukemia,2014,266.9543754
Serbia,Cardiovascular diseases,2009,66589.4626
Luxembourg,Leukemia,2012,49.31117999
Croatia,Respiratory infections and tuberculosis,2011,577.8450431
Norway,Cardiovascular diseases,2014,12751.77133
Bos&Herz,Respiratory infections and tuberculosis,2014,511.1110066
Norway,Respiratory infections and tuberculosis,2014,1954.079812
North Macedonia,Respiratory infections and tuberculosis,2013,205.350547
Estonia,Respiratory infections and tuberculosis,2014,252.6824764
Andorra,Respiratory infections and tuberculosis,2014,18.42406082
Italy,Cardiovascular diseases,2012,214764.6963
San Marino,Respiratory infections and tuberculosis,2011,6.916318953
Croatia,Chronic respiratory diseases,2013,1761.362655
Finland,Mesothelioma,2014,100.9767791
Iceland,Leukemia,2013,18.33684964
Iceland,Cardiovascular diseases,2013,677.6022559
Finland,Leukemia,2014,399.9983933
Finland,Cardiovascular diseases,2014,23335.76894
San Marino,Mesothelioma,2010,0.498507077
San Marino,Leukemia,2010,4.607578282
San Marino,Cardiovascular diseases,2010,84.45542525
Montenegro,Chronic respiratory diseases,2013,84.02360358
Denmark,Mesothelioma,2011,108.3325593
Italy,Chronic respiratory diseases,2012,28139.92407
Denmark,Leukemia,2011,546.1340985
Latvia,Respiratory infections and tuberculosis,2012,456.6837351
Serbia,Chronic respiratory diseases,2009,4113.495466
Denmark,Respiratory infections and tuberculosis,2011,2383.643931
Belgium,Chronic respiratory diseases,2014,6773.115616
Spain,Mesothelioma,2014,472.9016674
Spain,Leukemia,2014,3942.340507
Spain,Cardiovascular diseases,2014,118922.5602
Republic of Moldova,Cardiovascular diseases,2012,23565.02391
Ukraine,Mesothelioma,2013,222.9297316
Ukraine,Leukemia,2013,2637.166655
Ukraine,Cardiovascular diseases,2013,417439.9419
Germany,Respiratory infections and tuberculosis,2013,22748.6033
Spain,Chronic respiratory diseases,2014,32865.60106
North Macedonia,Leukemia,2010,123.9296063
North Macedonia,Cardiovascular diseases,2010,12748.8644
Switzerland,Chronic respiratory diseases,2010,2696.098483
Republic of Moldova,Chronic respiratory diseases,2012,1098.147536
France,Respiratory infections and tuberculosis,2011,19346.93088
Czechia,Mesothelioma,2013,50.23194769
Czechia,Leukemia,2013,973.9329958
Bos&Herz,Chronic respiratory diseases,2014,1229.730439
Luxembourg,Mesothelioma,2012,7.400964472
Cyprus,Mesothelioma,2014,11.18010211
Cyprus,Leukemia,2014,92.40478682
Cyprus,Cardiovascular diseases,2014,2728.598028
Cyprus,Respiratory infections and tuberculosis,2014,152.2065981
Croatia,Chronic respiratory diseases,2014,1812.0283
France,Chronic respiratory diseases,2011,18895.33186
Poland,Mesothelioma,2013,259.254776
Poland,Leukemia,2013,3236.371401
Poland,Cardiovascular diseases,2013,163399.3266
Luxembourg,Cardiovascular diseases,2012,1251.257911
Luxembourg,Chronic respiratory diseases,2012,201.8480461
Luxembourg,Respiratory infections and tuberculosis,2012,120.6770251
Estonia,Chronic respiratory diseases,2015,294.9498207
Albania,Mesothelioma,2012,4.593843314
Albania,Leukemia,2012,131.5071556
Albania,Cardiovascular diseases,2012,10445.85742
Portugal,Leukemia,2012,994.6310621
Portugal,Cardiovascular diseases,2012,33268.58426
Greece,Mesothelioma,2010,64.16257911
Greece,Leukemia,2010,1466.821681
Portugal,Chronic respiratory diseases,2012,6170.098217
Finland,Mesothelioma,2013,102.8630191
Finland,Leukemia,2013,393.6030308
Albania,Respiratory infections and tuberculosis,2012,391.3749114
Finland,Cardiovascular diseases,2013,23214.41244
Slovenia,Respiratory infections and tuberculosis,2012,607.9938298
Greece,Respiratory infections and tuberculosis,2010,3063.52362
Estonia,Chronic respiratory diseases,2012,288.7113839
Czechia,Cardiovascular diseases,2013,49016.68692
Andorra,Cardiovascular diseases,2012,143.6631014
UK,Leukemia,2013,5427.932372
UK,Cardiovascular diseases,2013,178832.521
UK,Chronic respiratory diseases,2013,48168.75922
Bulgaria,Mesothelioma,2014,13.07354974
Hungary,Chronic respiratory diseases,2011,5525.438621
France,Respiratory infections and tuberculosis,2014,20108.32566
UK,Mesothelioma,2010,2399.689956
Malta,Mesothelioma,2015,7.833814788
Czechia,Mesothelioma,2014,49.21944809
UK,Respiratory infections and tuberculosis,2010,35375.3611
Czechia,Respiratory infections and tuberculosis,2013,2965.493964
Sweden,Mesothelioma,2014,160.5067791
Sweden,Leukemia,2014,892.8317482
Sweden,Cardiovascular diseases,2014,35228.16808
San Marino,Chronic respiratory diseases,2011,9.050447808
Andorra,Chronic respiratory diseases,2012,33.51821637
Ireland,Respiratory infections and tuberculosis,2013,1413.998618
Ukraine,Mesothelioma,2014,206.867282
Ukraine,Leukemia,2014,2534.906825
Ukraine,Cardiovascular diseases,2014,395762.2198
Latvia,Mesothelioma,2015,7.991410591
Czechia,Leukemia,2014,973.8360612
Czechia,Cardiovascular diseases,2014,48110.63466
Malta,Leukemia,2015,29.82459438
Malta,Cardiovascular diseases,2015,1345.45779
Czechia,Respiratory infections and tuberculosis,2014,2986.866438
Sweden,Respiratory infections and tuberculosis,2014,2717.454981
Albania,Mesothelioma,2015,5.078581956
Albania,Leukemia,2015,140.8335358
Albania,Cardiovascular diseases,2015,11754.07379
Austria,Mesothelioma,2014,104.2194109
Austria,Leukemia,2014,805.1302669
Austria,Cardiovascular diseases,2014,31571.46702
Iceland,Chronic respiratory diseases,2013,97.68254217
Bulgaria,Respiratory infections and tuberculosis,2014,2091.454222
San Marino,Respiratory infections and tuberculosis,2013,7.246371283
Estonia,Chronic respiratory diseases,2014,298.3064464
Latvia,Mesothelioma,2012,7.638576865
Latvia,Leukemia,2012,186.3949724
Latvia,Cardiovascular diseases,2012,16142.48488
Lithuania,Chronic respiratory diseases,2014,808.3470017
North Macedonia,Chronic respiratory diseases,2010,604.0648598
Albania,Respiratory infections and tuberculosis,2015,440.764502
Latvia,Leukemia,2015,185.7704074
Latvia,Cardiovascular diseases,2015,15739.5348
Poland,Chronic respiratory diseases,2013,10666.59197
Greece,Cardiovascular diseases,2014,47176.20055
Greece,Chronic respiratory diseases,2014,5739.943042
Italy,Cardiovascular diseases,2013,212516.8219
Belarus,Mesothelioma,2015,48.29724811
Albania,Mesothelioma,2014,4.883347175
Albania,Leukemia,2014,136.7348758
Albania,Cardiovascular diseases,2014,11275.09302
Belgium,Respiratory infections and tuberculosis,2014,5632.280336
Latvia,Mesothelioma,2014,8.215969196
Latvia,Leukemia,2014,191.3433092
Latvia,Cardiovascular diseases,2014,15979.11029
Republic of Moldova,Mesothelioma,2014,4.719022507
Republic of Moldova,Leukemia,2014,149.653946
France,Respiratory infections and tuberculosis,2013,20204.91129
Czechia,Chronic respiratory diseases,2014,3798.215135
Austria,Respiratory infections and tuberculosis,2012,1024.664866
Portugal,Leukemia,2014,1006.740822
Portugal,Cardiovascular diseases,2014,33084.33882
Republic of Moldova,Respiratory infections and tuberculosis,2014,1275.313669
Montenegro,Respiratory infections and tuberculosis,2010,72.48390229
Malta,Chronic respiratory diseases,2015,140.7708946
Belarus,Leukemia,2015,623.7828512
Belarus,Cardiovascular diseases,2012,76746.96038
Belarus,Respiratory infections and tuberculosis,2015,1492.000312
Albania,Respiratory infections and tuberculosis,2014,423.1591883
Ireland,Mesothelioma,2013,39.73821754
Ireland,Leukemia,2013,277.2151969
Ireland,Cardiovascular diseases,2013,9456.901067
Spain,Respiratory infections and tuberculosis,2012,12343.82348
Netherlands,Chronic respiratory diseases,2012,9232.055171
Denmark,Cardiovascular diseases,2014,13837.21116
Denmark,Chronic respiratory diseases,2014,4232.606784
Italy,Chronic respiratory diseases,2013,27970.41718
Portugal,Chronic respiratory diseases,2014,6241.387223
Finland,Chronic respiratory diseases,2014,1870.349207
Andorra,Mesothelioma,2012,1.805944693
Andorra,Leukemia,2012,7.166997436
Romania,Mesothelioma,2013,63.35381848
Romania,Leukemia,2013,1283.892422
Romania,Cardiovascular diseases,2013,139230.6199
Iceland,Mesothelioma,2014,3.734025235
Austria,Mesothelioma,2015,106.6793417
Austria,Leukemia,2015,810.5057618
Austria,Cardiovascular diseases,2015,32309.90187
Malta,Respiratory infections and tuberculosis,2012,161.4285899
UK,Leukemia,2014,5431.359684
UK,Cardiovascular diseases,2014,176322.6802
Norway,Mesothelioma,2012,91.84645112
Norway,Leukemia,2012,265.5499521
Norway,Cardiovascular diseases,2012,13509.53653
Belarus,Chronic respiratory diseases,2012,2303.896264
Croatia,Mesothelioma,2015,71.14238412
Croatia,Leukemia,2015,426.5706119
Croatia,Cardiovascular diseases,2015,24639.60586
Andorra,Respiratory infections and tuberculosis,2012,17.25212124
Hungary,Mesothelioma,2014,37.39902347
Ukraine,Chronic respiratory diseases,2014,10067.68754
Hungary,Leukemia,2014,946.4369929
Hungary,Cardiovascular diseases,2014,60025.72972
Iceland,Respiratory infections and tuberculosis,2014,88.12959489
France,Mesothelioma,2014,1661.755827
Hungary,Respiratory infections and tuberculosis,2014,1175.676538
UK,Chronic respiratory diseases,2014,47951.45572
Croatia,Mesothelioma,2012,68.16557313
Montenegro,Mesothelioma,2014,1.158374413
Montenegro,Leukemia,2014,40.7746378
Montenegro,Cardiovascular diseases,2014,3979.461561
France,Leukemia,2014,7096.550396
France,Cardiovascular diseases,2014,146792.711
Austria,Mesothelioma,2012,104.7687021
Austria,Leukemia,2012,799.1490178
Austria,Cardiovascular diseases,2012,31298.20978
Bulgaria,Leukemia,2012,579.3211384
Bulgaria,Cardiovascular diseases,2012,76150.5319
Norway,Chronic respiratory diseases,2012,2667.364429
Croatia,Leukemia,2012,394.7423285
Croatia,Cardiovascular diseases,2012,23852.39106
Slovakia,Mesothelioma,2013,14.19275483
Slovakia,Leukemia,2013,363.4350821
Slovakia,Cardiovascular diseases,2013,25271.69053
Luxembourg,Mesothelioma,2013,7.546497189
Norway,Respiratory infections and tuberculosis,2012,2021.587088
Spain,Respiratory infections and tuberculosis,2014,12757.63174
Romania,Respiratory infections and tuberculosis,2013,6790.899587
Bulgaria,Chronic respiratory diseases,2012,2826.578791
Latvia,Chronic respiratory diseases,2015,440.6013175
Luxembourg,Chronic respiratory diseases,2015,205.4806797
Greece,Cardiovascular diseases,2013,47886.60936
San Marino,Mesothelioma,2014,0.540516851
Greece,Chronic respiratory diseases,2013,6034.752059
San Marino,Leukemia,2014,5.013455524
San Marino,Cardiovascular diseases,2014,90.3955352
Estonia,Mesothelioma,2012,4.424953013
Switzerland,Chronic respiratory diseases,2012,2781.886792
Estonia,Respiratory infections and tuberculosis,2012,242.6266674
Netherlands,Mesothelioma,2015,607.4954511
Belgium,Chronic respiratory diseases,2012,6899.932164
Netherlands,Leukemia,2015,1701.476711
Netherlands,Cardiovascular diseases,2015,38668.696
Lithuania,Mesothelioma,2015,9.408160103
Luxembourg,Respiratory infections and tuberculosis,2013,122.0659585
Finland,Respiratory infections and tuberculosis,2014,653.3929151
Poland,Respiratory infections and tuberculosis,2014,11850.32086
Monaco,Mesothelioma,2015,0.901677714
Monaco,Leukemia,2015,8.840339037
Monaco,Cardiovascular diseases,2015,165.2296391
Montenegro,Chronic respiratory diseases,2014,85.77872045
Cyprus,Chronic respiratory diseases,2012,428.668511
Portugal,Leukemia,2015,1018.644994
Portugal,Cardiovascular diseases,2015,33415.56748
Montenegro,Mesothelioma,2013,1.14361073
Montenegro,Leukemia,2013,39.97488412
Montenegro,Cardiovascular diseases,2013,3901.929754
Lithuania,Leukemia,2015,287.3477527
Lithuania,Cardiovascular diseases,2015,22134.65673
Netherlands,Respiratory infections and tuberculosis,2015,5654.315997
Portugal,Chronic respiratory diseases,2015,6392.331931
Croatia,Mesothelioma,2014,72.0518403
Lithuania,Respiratory infections and tuberculosis,2015,779.8283975
Croatia,Leukemia,2014,405.652199
Croatia,Cardiovascular diseases,2014,23526.39679
Belgium,Respiratory infections and tuberculosis,2015,5928.49837
Iceland,Mesothelioma,2013,3.845993896
Portugal,Mesothelioma,2012,56.42779613
Monaco,Respiratory infections and tuberculosis,2015,26.05515242
Spain,Chronic respiratory diseases,2012,32142.32292
Portugal,Respiratory infections and tuberculosis,2012,7546.536004
Slovakia,Chronic respiratory diseases,2013,1118.67728
Belgium,Respiratory infections and tuberculosis,2012,5608.365008
Monaco,Chronic respiratory diseases,2013,20.36878822
Serbia,Cardiovascular diseases,2014,62921.72643
Serbia,Chronic respiratory diseases,2014,3985.778583
Austria,Chronic respiratory diseases,2015,3299.014172
Denmark,Mesothelioma,2012,114.0011817
Denmark,Leukemia,2012,554.5968246
Sweden,Mesothelioma,2012,152.9574968
Andorra,Cardiovascular diseases,2015,154.8346228
Denmark,Cardiovascular diseases,2015,13871.23129
Andorra,Chronic respiratory diseases,2015,36.34899005
Ukraine,Respiratory infections and tuberculosis,2015,13924.55737
North Macedonia,Leukemia,2015,128.9166183
North Macedonia,Cardiovascular diseases,2015,13477.96867
Netherlands,Chronic respiratory diseases,2013,9373.175391
Belgium,Mesothelioma,2015,279.7824465
Belgium,Leukemia,2015,1238.451331
Belgium,Cardiovascular diseases,2015,31651.69035
Denmark,Cardiovascular diseases,2012,14343.22469
Albania,Chronic respiratory diseases,2015,737.1483508
Denmark,Chronic respiratory diseases,2015,4280.44944
San Marino,Respiratory infections and tuberculosis,2014,7.416738387
Denmark,Chronic respiratory diseases,2012,4189.858911
Lithuania,Chronic respiratory diseases,2012,840.2605289
Cyprus,Mesothelioma,2012,11.1453258
Cyprus,Leukemia,2012,86.17896638
Cyprus,Cardiovascular diseases,2012,2651.27242
Slovenia,Respiratory infections and tuberculosis,2013,607.6352062
Poland,Mesothelioma,2014,270.0197062
Poland,Leukemia,2014,3215.696256
Slovenia,Mesothelioma,2013,30.52883437
Slovenia,Leukemia,2013,183.6373925
Slovenia,Cardiovascular diseases,2013,6912.198313
Cyprus,Respiratory infections and tuberculosis,2012,150.3990701
Poland,Cardiovascular diseases,2014,160957.9214
Poland,Respiratory infections and tuberculosis,2013,11817.8336
Slovakia,Respiratory infections and tuberculosis,2014,1818.210432
Germany,Chronic respiratory diseases,2014,41462.16665
Italy,Mesothelioma,2014,1662.647942
Italy,Leukemia,2014,6894.902411
Sweden,Leukemia,2012,879.7199317
Sweden,Cardiovascular diseases,2012,36639.08471
North Macedonia,Chronic respiratory diseases,2015,636.4162607
Malta,Respiratory infections and tuberculosis,2015,170.3052015
Estonia,Leukemia,2015,135.7575983
Estonia,Cardiovascular diseases,2015,7510.444877
Spain,Mesothelioma,2015,479.7011348
Spain,Leukemia,2015,4054.461332
Iceland,Respiratory infections and tuberculosis,2013,89.09958042
Spain,Cardiovascular diseases,2015,122973.5223
Switzerland,Chronic respiratory diseases,2014,2863.199011
Norway,Mesothelioma,2013,92.33905512
Norway,Leukemia,2013,268.1703384
Norway,Cardiovascular diseases,2013,13215.13843
Montenegro,Respiratory infections and tuberculosis,2015,75.67637869
Italy,Respiratory infections and tuberculosis,2014,11329.62393
Finland,Respiratory infections and tuberculosis,2015,660.7542194
Spain,Respiratory infections and tuberculosis,2015,13532.53916
Sweden,Chronic respiratory diseases,2012,4104.558484
Greece,Mesothelioma,2014,64.708824
Iceland,Leukemia,2014,17.89134329
Sweden,Respiratory infections and tuberculosis,2012,2765.694078
Belarus,Cardiovascular diseases,2013,76881.28476
Austria,Respiratory infections and tuberculosis,2015,1106.835043
Luxembourg,Leukemia,2013,49.92378987
Luxembourg,Cardiovascular diseases,2013,1253.128119
Bos&Herz,Chronic respiratory diseases,2013,1223.974796
Bos&Herz,Chronic respiratory diseases,2012,1222.057683
Monaco,Chronic respiratory diseases,2012,20.3850428
Norway,Respiratory infections and tuberculosis,2013,1999.361646
Finland,Mesothelioma,2015,102.6345847
Finland,Leukemia,2015,403.2511487
Finland,Cardiovascular diseases,2015,23472.56671
Slovakia,Chronic respiratory diseases,2016,1122.979912
Republic of Moldova,Mesothelioma,2012,4.579649775
Switzerland,Chronic respiratory diseases,2015,2929.923802
Luxembourg,Leukemia,2016,49.13569676
Luxembourg,Cardiovascular diseases,2016,1212.190917
Luxembourg,Chronic respiratory diseases,2013,204.2167993
Greece,Leukemia,2014,1478.424077
Iceland,Cardiovascular diseases,2014,658.6136533
Bos&Herz,Mesothelioma,2015,8.247672109
Bos&Herz,Leukemia,2015,224.5415719
Bos&Herz,Cardiovascular diseases,2015,18455.33029
Serbia,Cardiovascular diseases,2013,62389.57339
Latvia,Respiratory infections and tuberculosis,2015,435.710669
Republic of Moldova,Leukemia,2012,143.8766979
Norway,Chronic respiratory diseases,2015,2703.648514
UK,Mesothelioma,2014,2639.899035
Ukraine,Mesothelioma,2015,256.063192
Ukraine,Leukemia,2015,3015.070153
Serbia,Chronic respiratory diseases,2013,3966.428328
Ukraine,Cardiovascular diseases,2015,455290.3953
Malta,Chronic respiratory diseases,2014,142.1236653
Bos&Herz,Respiratory infections and tuberculosis,2015,534.9227673
Belarus,Chronic respiratory diseases,2013,2140.768164
Republic of Moldova,Respiratory infections and tuberculosis,2012,1300.618497
Slovenia,Mesothelioma,2016,28.74431311
Slovenia,Leukemia,2016,186.0112249
Slovenia,Cardiovascular diseases,2016,7128.863461
Switzerland,Mesothelioma,2012,192.6772255
Switzerland,Leukemia,2012,547.1631677
Portugal,Mesothelioma,2015,66.28267477
Belarus,Mesothelioma,2014,49.6119529
Belarus,Leukemia,2014,632.0845379
Republic of Moldova,Cardiovascular diseases,2015,25116.16814
Belarus,Respiratory infections and tuberculosis,2014,1559.940268
Germany,Chronic respiratory diseases,2015,43711.87605
Ukraine,Respiratory infections and tuberculosis,2014,10443.30735
UK,Respiratory infections and tuberculosis,2014,39039.00723
Serbia,Respiratory infections and tuberculosis,2016,1682.06389
Portugal,Respiratory infections and tuberculosis,2015,7943.988187
Republic of Moldova,Chronic respiratory diseases,2015,1017.182344
Poland,Leukemia,2017,3361.17621
Poland,Cardiovascular diseases,2017,167725.014
France,Respiratory infections and tuberculosis,2015,21334.74938
Slovakia,Mesothelioma,2014,14.3517814
Slovakia,Leukemia,2014,366.3761278
Luxembourg,Chronic respiratory diseases,2016,203.771131
Malta,Respiratory infections and tuberculosis,2013,166.147966
Cyprus,Chronic respiratory diseases,2015,490.2833736
Ireland,Respiratory infections and tuberculosis,2014,1435.809915
Albania,Chronic respiratory diseases,2013,665.4448308
Bulgaria,Mesothelioma,2012,10.88819209
Estonia,Leukemia,2013,136.5202004
Estonia,Cardiovascular diseases,2013,7601.629513
Bulgaria,Respiratory infections and tuberculosis,2012,2094.533237
Iceland,Leukemia,2017,19.4578463
Iceland,Cardiovascular diseases,2017,688.2198586
UK,Mesothelioma,2015,2682.341647
