location,cause,year,val
Andorra,Mesothelioma,2013,1.845013609
Andorra,Leukemia,2013,7.313000575
Greece,Respiratory infections and tuberculosis,2014,4756.462617
Andorra,Respiratory infections and tuberculosis,2013,17.86085057
Slovakia,Cardiovascular diseases,2014,24965.04592
Estonia,Mesothelioma,2013,4.857629234
Croatia,Chronic respiratory diseases,2015,1910.257185
Malta,Mesothelioma,2016,8.086696545
Malta,Leukemia,2016,30.59421949
Malta,Cardiovascular diseases,2016,1389.706307
Romania,Chronic respiratory diseases,2015,7713.202336
Belgium,Chronic respiratory diseases,2013,6898.412678
Sweden,Chronic respiratory diseases,2015,4296.508667
Italy,Mesothelioma,2013,1619.096664
Italy,Leukemia,2013,6882.609423
Estonia,Leukemia,2016,141.1100881
Estonia,Cardiovascular diseases,2016,7810.400032
Estonia,Respiratory infections and tuberculosis,2013,239.627804
Greece,Mesothelioma,2015,64.18895239
Greece,Leukemia,2015,1494.537024
UK,Respiratory infections and tuberculosis,2015,40124.04484
Italy,Cardiovascular diseases,2014,212651.1272
Bos&Herz,Mesothelioma,2013,8.670654464
Bulgaria,Leukemia,2015,587.1590702
Bulgaria,Cardiovascular diseases,2015,76745.38303
Bulgaria,Chronic respiratory diseases,2015,2915.546636
Austria,Chronic respiratory diseases,2013,3120.662756
Slovenia,Chronic respiratory diseases,2016,578.7603349
Czechia,Mesothelioma,2015,50.41258009
Czechia,Leukemia,2015,992.5375671
Czechia,Cardiovascular diseases,2015,49030.56028
Netherlands,Mesothelioma,2014,597.8195383
Netherlands,Leukemia,2014,1643.984293
Switzerland,Mesothelioma,2015,199.2944874
Switzerland,Leukemia,2015,612.3141926
Switzerland,Cardiovascular diseases,2015,22743.10945
Greece,Cardiovascular diseases,2015,48017.72097
Italy,Chronic respiratory diseases,2014,28161.54185
Czechia,Respiratory infections and tuberculosis,2015,3178.999025
Switzerland,Respiratory infections and tuberculosis,2015,1854.519925
Slovakia,Respiratory infections and tuberculosis,2013,1833.877521
Greece,Respiratory infections and tuberculosis,2015,5432.794747
North Macedonia,Leukemia,2014,125.4719478
North Macedonia,Cardiovascular diseases,2014,13091.68689
Andorra,Cardiovascular diseases,2016,158.2318265
Andorra,Chronic respiratory diseases,2016,37.08031642
Slovakia,Mesothelioma,2017,14.2102379
Italy,Respiratory infections and tuberculosis,2013,11076.00855
Slovakia,Leukemia,2017,372.68817
Slovakia,Cardiovascular diseases,2017,25983.96765
Ireland,Chronic respiratory diseases,2014,2257.679635
Malta,Respiratory infections and tuberculosis,2016,176.5816837
Greece,Chronic respiratory diseases,2015,5786.785581
Norway,Chronic respiratory diseases,2013,2699.771946
North Macedonia,Chronic respiratory diseases,2014,620.2698221
UK,Leukemia,2015,5519.389113
Netherlands,Cardiovascular diseases,2014,37671.73812
UK,Cardiovascular diseases,2015,177307.0423
UK,Chronic respiratory diseases,2015,49085.72182
Portugal,Mesothelioma,2013,60.43497395
Belgium,Mesothelioma,2013,276.5491488
Belgium,Leukemia,2013,1192.691409
Serbia,Mesothelioma,2015,33.85541834
Serbia,Leukemia,2015,740.2716107
Luxembourg,Mesothelioma,2014,7.732129619
Ireland,Chronic respiratory diseases,2015,2336.529332
Ireland,Respiratory infections and tuberculosis,2017,1613.967173
Netherlands,Respiratory infections and tuberculosis,2014,5568.5548
Norway,Chronic respiratory diseases,2016,2755.607253
Bos&Herz,Leukemia,2013,217.2180997
Bos&Herz,Cardiovascular diseases,2013,17394.93929
Slovakia,Mesothelioma,2016,14.17356089
Slovakia,Leukemia,2016,369.1791834
Serbia,Respiratory infections and tuberculosis,2015,1719.878174
Slovakia,Cardiovascular diseases,2016,25497.75747
Lithuania,Chronic respiratory diseases,2013,841.465308
Portugal,Respiratory infections and tuberculosis,2013,7693.221784
Croatia,Respiratory infections and tuberculosis,2015,569.1025887
Iceland,Mesothelioma,2015,3.87079468
Denmark,Mesothelioma,2015,125.0627282
Denmark,Leukemia,2015,568.8405678
Austria,Respiratory infections and tuberculosis,2016,1146.554234
Luxembourg,Respiratory infections and tuberculosis,2014,121.8728992
Portugal,Leukemia,2016,1043.25206
Portugal,Cardiovascular diseases,2016,34279.16179
Portugal,Chronic respiratory diseases,2016,6572.377126
Albania,Mesothelioma,2016,5.225287844
Albania,Leukemia,2016,142.5034282
Slovenia,Respiratory infections and tuberculosis,2014,579.6851344
Poland,Chronic respiratory diseases,2017,10939.44404
Albania,Cardiovascular diseases,2016,12053.33594
Albania,Respiratory infections and tuberculosis,2016,452.1964815
Latvia,Respiratory infections and tuberculosis,2013,468.7710346
Italy,Cardiovascular diseases,2016,219535.3848
San Marino,Respiratory infections and tuberculosis,2015,7.603325132
Austria,Mesothelioma,2016,104.3263743
Austria,Leukemia,2016,812.1104604
Austria,Cardiovascular diseases,2016,32169.19678
Iceland,Respiratory infections and tuberculosis,2015,90.36348782
Bulgaria,Leukemia,2016,576.880377
Bulgaria,Cardiovascular diseases,2016,76814.38656
Portugal,Mesothelioma,2016,66.92414906
Latvia,Respiratory infections and tuberculosis,2016,411.8734093
Belarus,Cardiovascular diseases,2014,76561.02984
Slovenia,Respiratory infections and tuberculosis,2016,633.4324213
Montenegro,Respiratory infections and tuberculosis,2014,74.99817174
Denmark,Respiratory infections and tuberculosis,2015,2342.092744
Estonia,Chronic respiratory diseases,2016,304.0459268
Italy,Chronic respiratory diseases,2016,29520.23752
Iceland,Chronic respiratory diseases,2017,106.7294053
France,Respiratory infections and tuberculosis,2018,23382.6923
Belarus,Mesothelioma,2013,49.96211341
Belarus,Leukemia,2013,644.9851219
Bulgaria,Chronic respiratory diseases,2016,2944.508975
Netherlands,Chronic respiratory diseases,2014,9387.33972
Montenegro,Mesothelioma,2015,1.162571724
Montenegro,Leukemia,2015,41.18909045
Montenegro,Cardiovascular diseases,2015,4039.41754
Romania,Mesothelioma,2017,64.56434536
Romania,Leukemia,2017,1344.175515
Romania,Cardiovascular diseases,2017,145611.4652
Belarus,Respiratory infections and tuberculosis,2013,1660.018404
Italy,Cardiovascular diseases,2017,224147.0715
Slovenia,Respiratory infections and tuberculosis,2017,661.6622537
Italy,Chronic respiratory diseases,2017,29922.31903
Cyprus,Chronic respiratory diseases,2016,496.7332938
Belarus,Cardiovascular diseases,2016,76058.49414
Belarus,Chronic respiratory diseases,2016,2273.639557
Luxembourg,Mesothelioma,2017,7.931455212
Greece,Cardiovascular diseases,2018,54042.28297
Belarus,Chronic respiratory diseases,2014,2093.27288
Romania,Respiratory infections and tuberculosis,2017,7520.715658
Portugal,Respiratory infections and tuberculosis,2016,8164.536453
Latvia,Mesothelioma,2016,7.744239448
Latvia,Leukemia,2016,180.2696381
Latvia,Cardiovascular diseases,2016,15513.49671
Luxembourg,Mesothelioma,2016,7.672443135
Luxembourg,Respiratory infections and tuberculosis,2017,129.8943406
Greece,Chronic respiratory diseases,2018,6220.170679
Estonia,Mesothelioma,2016,4.750835755
Monaco,Mesothelioma,2014,0.906841012
Monaco,Leukemia,2014,8.86956923
Monaco,Cardiovascular diseases,2014,166.1834262
Republic of Moldova,Cardiovascular diseases,2016,25056.53919
Belarus,Cardiovascular diseases,2017,76577.00967
Belarus,Chronic respiratory diseases,2017,2358.669272
Iceland,Mesothelioma,2018,4.595610876
Estonia,Mesothelioma,2017,4.637655112
Malta,Chronic respiratory diseases,2013,139.2008674
Republic of Moldova,Chronic respiratory diseases,2016,988.0723311
Iceland,Respiratory infections and tuberculosis,2018,100.940688
Andorra,Cardiovascular diseases,2013,147.1405771
Sweden,Chronic respiratory diseases,2016,4400.373277
Ireland,Mesothelioma,2017,42.00904235
Ireland,Leukemia,2017,294.7271036
Spain,Respiratory infections and tuberculosis,2016,13587.43087
Slovenia,Chronic respiratory diseases,2015,565.6795146
Ireland,Cardiovascular diseases,2017,9850.878721
France,Chronic respiratory diseases,2015,20374.11087
Luxembourg,Respiratory infections and tuberculosis,2016,124.818852
Estonia,Respiratory infections and tuberculosis,2016,255.0840018
Denmark,Mesothelioma,2016,126.1868212
Denmark,Leukemia,2016,564.8212945
Croatia,Mesothelioma,2016,68.54265764
Croatia,Leukemia,2016,409.4957081
Croatia,Cardiovascular diseases,2016,23344.4271
Denmark,Respiratory infections and tuberculosis,2016,2391.128567
Monaco,Mesothelioma,2013,0.91101918
Monaco,Leukemia,2013,8.890661884
Monaco,Cardiovascular diseases,2013,166.9675242
Hungary,Chronic respiratory diseases,2015,6036.788412
Montenegro,Mesothelioma,2018,1.171616552
Montenegro,Leukemia,2018,41.16061469
Montenegro,Cardiovascular diseases,2018,4006.849461
Monaco,Respiratory infections and tuberculosis,2014,26.14710916
Netherlands,Chronic respiratory diseases,2017,10283.35952
Estonia,Respiratory infections and tuberculosis,2017,252.0239281
Andorra,Chronic respiratory diseases,2013,34.41362215
Romania,Chronic respiratory diseases,2014,7662.884161
Monaco,Chronic respiratory diseases,2014,20.28696318
Latvia,Chronic respiratory diseases,2013,451.0555349
Monaco,Respiratory infections and tuberculosis,2013,26.20432193
Belgium,Respiratory infections and tuberculosis,2016,5966.669665
Poland,Respiratory infections and tuberculosis,2015,12528.74654
Monaco,Chronic respiratory diseases,2017,19.97048662
Malta,Mesothelioma,2014,8.149736448
Malta,Leukemia,2014,30.29280193
Malta,Cardiovascular diseases,2014,1354.771592
Austria,Respiratory infections and tuberculosis,2013,1025.794167
Switzerland,Mesothelioma,2016,199.7323222
Switzerland,Leukemia,2016,621.875814
Switzerland,Cardiovascular diseases,2016,22655.68702
Switzerland,Respiratory infections and tuberculosis,2016,1839.901565
North Macedonia,Mesothelioma,2015,1.84375884
Croatia,Respiratory infections and tuberculosis,2016,562.8150366
Germany,Mesothelioma,2015,1570.537129
Germany,Leukemia,2015,9186.40849
Germany,Cardiovascular diseases,2015,345971.2644
France,Chronic respiratory diseases,2016,20421.42147
Serbia,Mesothelioma,2014,33.95002978
Italy,Mesothelioma,2015,1680.1943
Italy,Leukemia,2015,7039.134057
Norway,Mesothelioma,2017,92.47135943
Norway,Leukemia,2017,285.6685727
Norway,Cardiovascular diseases,2017,12235.00556
North Macedonia,Respiratory infections and tuberculosis,2015,213.3946526
Serbia,Leukemia,2014,741.9247777
Montenegro,Chronic respiratory diseases,2018,86.30463438
Serbia,Respiratory infections and tuberculosis,2014,1682.472095
Lithuania,Mesothelioma,2013,9.589543012
Lithuania,Leukemia,2013,287.7338453
Lithuania,Cardiovascular diseases,2013,22140.14707
Denmark,Cardiovascular diseases,2016,14306.6544
San Marino,Chronic respiratory diseases,2015,9.947451667
Netherlands,Chronic respiratory diseases,2016,10040.06593
Germany,Respiratory infections and tuberculosis,2015,24153.90219
Lithuania,Chronic respiratory diseases,2016,810.0068255
Italy,Mesothelioma,2018,1687.762708
Italy,Leukemia,2018,7081.715176
Slovakia,Chronic respiratory diseases,2017,1135.981835
Norway,Mesothelioma,2016,89.65665009
Norway,Leukemia,2016,284.1770972
Italy,Respiratory infections and tuberculosis,2015,12095.5914
Italy,Respiratory infections and tuberculosis,2018,12580.49249
Poland,Respiratory infections and tuberculosis,2018,12433.49102
Poland,Mesothelioma,2018,273.4640229
Poland,Leukemia,2018,3412.285484
Poland,Cardiovascular diseases,2018,171814.1727
Netherlands,Mesothelioma,2013,586.3242173
Netherlands,Leukemia,2013,1623.042854
Netherlands,Cardiovascular diseases,2013,37725.16847
Germany,Mesothelioma,2016,1608.166999
Germany,Leukemia,2016,9367.673348
Germany,Cardiovascular diseases,2016,349510.447
Andorra,Mesothelioma,2016,1.980007096
Andorra,Leukemia,2016,7.798602369
Norway,Respiratory infections and tuberculosis,2017,2053.241886
Norway,Cardiovascular diseases,2016,12451.88751
Serbia,Cardiovascular diseases,2015,62673.49528
Serbia,Chronic respiratory diseases,2015,3969.417402
Denmark,Chronic respiratory diseases,2016,4343.949351
Hungary,Chronic respiratory diseases,2016,5987.245869
Switzerland,Chronic respiratory diseases,2016,2933.635327
Lithuania,Chronic respiratory diseases,2017,771.8181971
Slovenia,Mesothelioma,2017,29.18070976
Slovenia,Leukemia,2017,189.4030629
Slovenia,Cardiovascular diseases,2017,7388.222946
Republic of Moldova,Mesothelioma,2016,6.408707021
Republic of Moldova,Leukemia,2016,151.4892511
Andorra,Cardiovascular diseases,2017,162.7505325
Germany,Respiratory infections and tuberculosis,2016,24466.62929
Andorra,Respiratory infections and tuberculosis,2016,19.56147637
Norway,Respiratory infections and tuberculosis,2016,2032.388153
Monaco,Chronic respiratory diseases,2016,20.0544713
Iceland,Mesothelioma,2017,4.316589366
Iceland,Chronic respiratory diseases,2015,98.7350869
Andorra,Mesothelioma,2017,2.052555082
Andorra,Leukemia,2017,8.021446382
Spain,Chronic respiratory diseases,2016,34625.72687
Netherlands,Respiratory infections and tuberculosis,2013,5861.385396
Poland,Respiratory infections and tuberculosis,2017,12349.29084
Andorra,Chronic respiratory diseases,2017,37.99276793
Iceland,Leukemia,2018,19.84534192
Iceland,Cardiovascular diseases,2018,701.1187881
North Macedonia,Leukemia,2016,130.2407463
North Macedonia,Cardiovascular diseases,2016,13604.95746
Iceland,Respiratory infections and tuberculosis,2017,98.9283883
UK,Mesothelioma,2016,2707.37905
Spain,Chronic respiratory diseases,2017,35204.25967
Republic of Moldova,Mesothelioma,2017,5.974997988
Republic of Moldova,Leukemia,2017,142.9739155
Luxembourg,Leukemia,2017,50.53258036
Luxembourg,Cardiovascular diseases,2017,1253.033684
Luxembourg,Chronic respiratory diseases,2017,209.8326574
Sweden,Mesothelioma,2016,163.2163792
Sweden,Leukemia,2016,908.4378584
Sweden,Cardiovascular diseases,2016,35403.6593
Ireland,Mesothelioma,2015,38.65061174
Ireland,Leukemia,2015,284.586566
Ireland,Cardiovascular diseases,2015,9616.240204
Finland,Respiratory infections and tuberculosis,2016,683.3311865
North Macedonia,Chronic respiratory diseases,2016,643.702569
Republic of Moldova,Respiratory infections and tuberculosis,2016,1255.663126
Iceland,Chronic respiratory diseases,2016,102.1110637
Andorra,Respiratory infections and tuberculosis,2017,20.13927887
UK,Respiratory infections and tuberculosis,2016,40054.39005
Malta,Chronic respiratory diseases,2018,152.3958192
Denmark,Cardiovascular diseases,2019,15330.18033
Denmark,Chronic respiratory diseases,2019,4572.458307
Austria,Respiratory infections and tuberculosis,2017,1216.731877
Switzerland,Chronic respiratory diseases,2019,3074.260923
Poland,Chronic respiratory diseases,2015,10767.84788
North Macedonia,Mesothelioma,2016,1.876878373
Serbia,Cardiovascular diseases,2018,63173.53087
Sweden,Respiratory infections and tuberculosis,2016,2856.591072
Bos&Herz,Chronic respiratory diseases,2017,1198.785916
Sweden,Mesothelioma,2017,165.7862575
Sweden,Leukemia,2017,917.156901
Sweden,Cardiovascular diseases,2017,35523.61181
North Macedonia,Respiratory infections and tuberculosis,2016,219.4086105
Cyprus,Chronic respiratory diseases,2017,496.3343102
Serbia,Cardiovascular diseases,2017,61674.26316
Italy,Mesothelioma,2017,1689.773273
Italy,Leukemia,2017,6981.870194
Ireland,Mesothelioma,2016,40.18919774
Ireland,Leukemia,2016,288.3179497
Ireland,Cardiovascular diseases,2016,9685.307956
Italy,Respiratory infections and tuberculosis,2017,12260.47689
Slovakia,Respiratory infections and tuberculosis,2015,1879.739862
UK,Mesothelioma,2019,2820.948837
Sweden,Respiratory infections and tuberculosis,2017,2920.666626
Montenegro,Respiratory infections and tuberculosis,2016,76.14910267
Serbia,Chronic respiratory diseases,2018,3873.154796
Ukraine,Respiratory infections and tuberculosis,2016,13579.81206
Malta,Respiratory infections and tuberculosis,2017,182.0239905
Bos&Herz,Chronic respiratory diseases,2016,1198.642261
San Marino,Chronic respiratory diseases,2016,10.13569528
Serbia,Chronic respiratory diseases,2017,3838.638858
Republic of Moldova,Respiratory infections and tuberculosis,2017,1138.644911
UK,Respiratory infections and tuberculosis,2019,42297.76038
Belgium,Chronic respiratory diseases,2016,6926.126084
Slovakia,Respiratory infections and tuberculosis,2018,1862.129594
Finland,Respiratory infections and tuberculosis,2019,831.5288737
Bulgaria,Mesothelioma,2017,12.26240505
Ireland,Respiratory infections and tuberculosis,2018,1678.214135
Norway,Chronic respiratory diseases,2017,2750.39996
Romania,Chronic respiratory diseases,2016,7755.760127
Denmark,Mesothelioma,2017,128.2097912
Netherlands,Mesothelioma,2018,647.1109398
Netherlands,Leukemia,2018,1802.205636
Netherlands,Cardiovascular diseases,2018,41546.66638
Serbia,Mesothelioma,2016,32.0965993
Serbia,Leukemia,2016,722.9634606
Germany,Chronic respiratory diseases,2016,44333.91067
North Macedonia,Leukemia,2018,131.1640652
North Macedonia,Cardiovascular diseases,2018,13886.77411
Poland,Chronic respiratory diseases,2016,10717.09556
North Macedonia,Chronic respiratory diseases,2018,648.740508
Bulgaria,Mesothelioma,2016,12.36045651
Italy,Cardiovascular diseases,2018,231365.4754
Estonia,Leukemia,2017,140.6625497
Estonia,Cardiovascular diseases,2017,7976.754058
Bulgaria,Respiratory infections and tuberculosis,2017,2079.546448
Romania,Mesothelioma,2015,64.92015067
Romania,Leukemia,2015,1348.773802
Romania,Cardiovascular diseases,2015,143936.7438
Denmark,Leukemia,2017,566.4565607
Malta,Chronic respiratory diseases,2017,148.6156867
Netherlands,Respiratory infections and tuberculosis,2018,6200.057546
Denmark,Respiratory infections and tuberculosis,2017,2430.430685
Slovenia,Chronic respiratory diseases,2014,531.4952897
